	Unnamed: 0	gene	population_change	strgroup	id_x	homo_30C	homo_37C	transcript1_x	Name	halflife_x	halflife_y	cluster30_cluster37	fast_slow_37	Gene name	30TE	37TE	37/30 TE	TEgroup	id_y	Norm_reactivity_x	Norm_reactivity_y	gini_x	gini_y	GC_3UTR_seq	length	transcript1_y
183	183	HHT2	0.5	structure_nochange	orf19.1853::HHT2	0.844752604233593	0.8951669875077304	orf19.1853						HHT2	1.631437109	1.487778714	0.911943652	Down	orf19.1853::HHT2	0.4042804663791727	0.4232311132406964	0.4864838735158012	0.4808512225797979	17.821782178217823	101	orf19.1853
184	184	RPL13	0.5	structure_nochange	orf19.2994::RPL13	0.5903467485695626	0.759958495011552	orf19.2994	orf19.2994::RPL13		20.0	Other:Decay	faster	RPL13	1.500297175	0.771333279	0.51412033	Down	orf19.2994::RPL13	0.3600622903689506	0.3663791726561252	0.4797915278024676	0.4520775230224466	21.97802197802197	91	orf19.2994
185	185	ADK1	0.5	structure_nochange	orf19.3391::ADK1		0.6826285150561268	orf19.3391						ADK1	1.264701304	0.907839594	0.717829254	Down	orf19.3391::ADK1					25.87412587412588	143	orf19.3391
186	186	RPS16A	0.5	structure_nochange	orf19.2994.1::RPS16A	0.7603976456653248	0.7503763665624976	orf19.2994.1	orf19.2994.1::RPS16A		20.0	Other:Decay	faster	RPS16A	0.201880726	0.209270003	1.036602193	Up	orf19.2994.1::RPS16A	0.3663791726561252	0.4105973486663472	0.486235797821425	0.4643315958652793	26.84210526315789	190	orf19.2994.1
187	187	ATP16	0.4000000000000057	structure_nochange					orf19.7678::ATP16	40.0	20.0	Decay:Decay	faster	ATP16	1.598359008	1.022332285	0.639613679	Down	orf19.7678::ATP16					17.94871794871795	39	orf19.7678
188	188	orf19.1872	0.4000000000000057	structure_nochange															orf19.1872::orf19.1872					26.359832635983263	239	orf19.1872
189	189	RPL2	0.4000000000000021	structure_nochange	orf19.2309.2::RPL2	0.6779116790319056	0.7006087069669742	orf19.2309.2	orf19.2309.2::RPL2		20.0	Other:Decay	faster	RPL2	0.945228238	0.791401367	0.837259548	Down	orf19.2309.2::RPL2	0.3032103497843795	0.2968934674972049	0.4589954154545146	0.4934188385870203	15.966386554621849	119	orf19.2309.2
190	190	orf19.5660.1	0.3999999999999986	structure_nochange	orf19.5660.1::orf19.5660.1	0.7513210033450668	0.8404095468717209	orf19.5660.1											orf19.5660.1::orf19.5660.1	0.2589921737741575	0.2716259383485066	0.4974879670042494	0.4955651093604126	26.633165829145728	199	orf19.5660.1
191	191	RPS7A	0.3999999999999986	structure_nochange	orf19.1700::RPS7A	0.7622864198824806	0.7446328159626564	orf19.1700	orf19.1700::RPS7A		20.0	Other:Decay	faster	RPS7A	0.674558532	0.775455364	1.149574614	Up	orf19.1700::RPS7A	0.4390233189586329	0.4706077303945056	0.4246280938300846	0.3877303833376639	28.977272727272727	176	orf19.1700
192	192	orf19.4947	0.3999999999999915	structure_nochange					orf19.4947::orf19.4947		>120	Other:Up	slower						orf19.4947::orf19.4947					29.90654205607477	214	orf19.4947
193	193	GCV3	0.3000000000000042	structure_nochange					orf19.5006::GCV3		20.0	Other:Decay	faster	GCV3	1.125950426	1.994965619	1.77180591	Up	orf19.5006::GCV3					14.285714285714286	70	orf19.5006
194	194	YHB1	0.3000000000000042	structure_nochange	orf19.3707::YHB1	0.7645509880020273	0.5078552083054962	orf19.3707						YHB1	0.911703676	1.171090712	1.284508051	Up	orf19.3707::YHB1	0.6190544641431082	0.7011739338763776	0.3107344156258765	0.3453920332980517	31.34328358208955	67	orf19.3707
195	195	RPL10	0.2999999999999971	structure_nochange	orf19.2935::RPL10	0.5699197578890084	0.7635917491799735	orf19.2935						RPL10	0.935968066	0.77733981	0.830519586	Down	orf19.2935::RPL10	0.5369349944098387	0.5558856412713624	0.362227086416683	0.3717015569228861	18.42105263157895	76	orf19.2935
196	196	RPL25	0.2000000000000028	structure_nochange	orf19.687.1::RPL25	0.5460704288924118	0.5599454719127738	orf19.687.1	orf19.687.1::RPL25		20.0	Other:Decay	faster	RPL25	1.464244288	1.654880719	1.130194417	Up	orf19.687.1::RPL25	0.3347947612202523	0.3221609966459032	0.5835698190032352	0.5822228391781168	25.0	64	orf19.687.1
197	197	ASC1	0.1999999999999957	structure_nochange	orf19.6906::ASC1	0.8139333172274004	0.7439065148155276	orf19.6906	orf19.6906::ASC1		20.0	Other:Decay	faster	ASC1	1.225198222	1.272320902	1.03846127	Up	orf19.6906::ASC1	0.2526752914869829	0.2811012617792685	0.5945009345534973	0.5672427820827167	17.692307692307693	130	orf19.6906
198	198	RPL5	0.1999999999999886	structure_nochange	orf19.6541::RPL5	0.7340809387922955	0.914510700353852	orf19.6541	orf19.6541::RPL5		20.0	Other:Decay	faster	RPL5	1.517589583	1.114725726	0.734537017	Down	orf19.6541::RPL5	0.3095272320715541	0.3347947612202523	0.5405111015402616	0.4482493886525151	16.379310344827587	116	orf19.6541
199	199	CYP1	0.1000000000000085	structure_nochange	orf19.6472::CYP1	0.8679881869659628	0.8468586098766269	orf19.6472						CYP1	0.96951442	1.015488712	1.047419915	Up	orf19.6472::CYP1	0.3158441143587286	0.2589921737741575	0.5268983738736585	0.5306252708291491	25.892857142857142	112	orf19.6472
200	200	orf19.4468	0.1000000000000085	structure_nochange					orf19.4468::orf19.4468	20.0	40.0	Decay:Decay	slower						orf19.4468::orf19.4468					28.160919540229884	174	orf19.4468
201	201	orf19.3053	0.1000000000000014	structure_nochange	orf19.3053::orf19.3053	0.573101862660046	0.5858511506103045	orf19.3053											orf19.3053::orf19.3053	0.2242493211946973	0.2400415269126337	0.5298391874151656	0.5035693632909437	35.77981651376147	109	orf19.3053
202	202	RPS14B	0.1000000000000014	structure_nochange	orf19.6265.1::RPS14B	0.7487354447818324	0.7594697643852031	orf19.6265.1	orf19.6265.1::RPS14B		20.0	Other:Decay	faster	RPS14B	1.374085836	1.280020542	0.931543364	Down	orf19.6265.1::RPS14B	0.3411116435074269	0.3158441143587286	0.4709892637293069	0.4801997169071541	27.027027027027028	148	orf19.6265.1
203	203	ATP14	0.0999999999999943	structure_nochange					orf19.5491.1::ATP14	40.0	20.0	Decay:Decay	faster	ATP14	1.080846529	1.16974252	1.082246637	Up	orf19.5491.1::ATP14					20.0	80	orf19.5491.1
